Term,Polarity,Score,UsedForAcquisition,UsedForReranking
sweaty,NEG,1,Y,
sweeping,POS,1,Y,
sweet,POS,1,Y,
sweeten,POS,1,Y,
sweetheart,POS,1,Y,
sweetly,POS,1,Y,
sweetness,POS,1,Y,
swelled,NEG,1,Y,
swelling,NEG,1,Y,
swift,POS,1,Y,
swiftness,POS,1,Y,
swindle,NEG,1,Y,
swipe,NEG,1,Y,
swollen,NEG,1,Y,
symptom,NEG,1,Y,
symptoms,NEG,1,Y,
syndrome,NEG,1,Y,
taboo,NEG,1,Y,
tacky,NEG,1,Y,
taint,NEG,1,Y,
tainted,NEG,1,Y,
talent,POS,1,Y,
talented,POS,1,Y,
talents,POS,1,Y,
tamper,NEG,1,Y,
tangle,NEG,1,Y,
tangled,NEG,1,Y,
tangles,NEG,1,Y,
tank,NEG,1,Y,
tanked,NEG,1,Y,
tanks,NEG,1,Y,
tantalize,POS,1,Y,
tantalizing,POS,1,Y,
tantalizingly,POS,1,Y,
tantrum,NEG,1,Y,
tardy,NEG,1,Y,
tarnish,NEG,1,Y,
tarnished,NEG,1,Y,
tarnishes,NEG,1,Y,
tarnishing,NEG,1,Y,
tattered,NEG,1,Y,
taunt,NEG,1,Y,
taunting,NEG,1,Y,
tauntingly,NEG,1,Y,
taunts,NEG,1,Y,
taut,NEG,1,Y,
tawdry,NEG,1,Y,
taxing,NEG,1,Y,
tease,NEG,1,Y,
teasingly,NEG,1,Y,
tedious,NEG,1,Y,
tediously,NEG,1,Y,
temerity,NEG,1,Y,
temper,NEG,1,Y,
tempest,NEG,1,Y,
tempt,POS,1,Y,
temptation,NEG,1,Y,
tempting,POS,1,Y,
temptingly,POS,1,Y,
tenacious,POS,1,Y,
tenaciously,POS,1,Y,
tenacity,POS,1,Y,
tender,POS,1,Y,
tenderly,POS,1,Y,
tenderness,NEG,1,Y,
tense,NEG,1,Y,
tension,NEG,1,Y,
tentative,NEG,1,Y,
tentatively,NEG,1,Y,
tenuous,NEG,1,Y,
tenuously,NEG,1,Y,
tepid,NEG,1,Y,
terrible,NEG,1,Y,Y
terribleness,NEG,1,Y,
terribly,NEG,1,Y,
terrific,POS,1,Y,
terrifically,POS,1,Y,
terror,NEG,1,Y,
terror-genic,NEG,1,Y,
terrorism,NEG,1,Y,
terrorize,NEG,1,Y,
testily,NEG,1,Y,
testy,NEG,1,Y,
tetchily,NEG,1,Y,
tetchy,NEG,1,Y,
thank,POS,1,Y,
thankful,POS,1,Y,
thankless,NEG,1,Y,
thicker,NEG,1,Y,
thinner,POS,1,Y,
thirst,NEG,1,Y,
thorny,NEG,1,Y,
thoughtful,POS,1,Y,
thoughtfully,POS,1,Y,
thoughtfulness,POS,1,Y,
thoughtless,NEG,1,Y,
thoughtlessly,NEG,1,Y,
thoughtlessness,NEG,1,Y,
thrash,NEG,1,Y,
threat,NEG,1,Y,
threaten,NEG,1,Y,
threatening,NEG,1,Y,
threats,NEG,1,Y,
threesome,NEG,1,Y,
thrift,POS,1,Y,
thrifty,POS,1,Y,
thrill,POS,1,Y,
thrilled,POS,1,Y,
thrilling,POS,1,Y,
thrillingly,POS,1,Y,
thrills,POS,1,Y,
thrive,POS,1,Y,
thriving,POS,1,Y,
throb,NEG,1,Y,
throbbed,NEG,1,Y,
throbbing,NEG,1,Y,
throbs,NEG,1,Y,
throttle,NEG,1,Y,
thug,NEG,1,Y,
thumb-down,NEG,1,Y,
thumb-up,POS,1,Y,
thumbs-down,NEG,1,Y,
thumbs-up,POS,1,Y,
thwart,NEG,1,Y,
tickle,POS,1,Y,
tidy,POS,1,Y,
time-consuming,NEG,1,Y,
time-honored,POS,1,Y,
timely,POS,1,Y,
timid,NEG,1,Y,
timidity,NEG,1,Y,
timidly,NEG,1,Y,
timidness,NEG,1,Y,
tin-y,NEG,1,Y,
tingle,POS,1,Y,
tingled,NEG,1,Y,
tingling,NEG,1,Y,
tired,NEG,1,Y,
tiresome,NEG,1,Y,
tiring,NEG,1,Y,
tiringly,NEG,1,Y,
titillate,POS,1,Y,
titillating,POS,1,Y,
titillatingly,POS,1,Y,
togetherness,POS,1,Y,
toil,NEG,1,Y,
tolerable,POS,1,Y,
toll,NEG,1,Y,
toll-free,POS,1,Y,
top,POS,1,Y,
top-heavy,NEG,1,Y,
top-notch,POS,1,Y,
top-quality,POS,1,Y,
topnotch,POS,1,Y,
topple,NEG,1,Y,
tops,POS,1,Y,
torment,NEG,1,Y,
tormented,NEG,1,Y,
torrent,NEG,1,Y,
tortuous,NEG,1,Y,
torture,NEG,1,Y,
tortured,NEG,1,Y,
tortures,NEG,1,Y,
torturing,NEG,1,Y,
torturous,NEG,1,Y,
torturously,NEG,1,Y,
totalitarian,NEG,1,Y,
touchy,NEG,1,Y,
tough,POS,1,Y,
tougher,POS,1,Y,
toughest,POS,1,Y,
toughness,NEG,1,Y,
tout,NEG,1,Y,
touted,NEG,1,Y,
touts,NEG,1,Y,
toxic,NEG,1,Y,
traction,POS,1,Y,
traduce,NEG,1,Y,
tragedy,NEG,1,Y,
tragic,NEG,1,Y,
tragically,NEG,1,Y,
traitor,NEG,1,Y,
traitorous,NEG,1,Y,
traitorously,NEG,1,Y,
tramp,NEG,1,Y,
trample,NEG,1,Y,
tranquil,POS,1,Y,
tranquility,POS,1,Y,
transgress,NEG,1,Y,
transgression,NEG,1,Y,
transparent,POS,1,Y,
trap,NEG,1,Y,
traped,NEG,1,Y,
trapped,NEG,1,Y,
trash,NEG,1,Y,
trashed,NEG,1,Y,
trashy,NEG,1,Y,
trauma,NEG,1,Y,
traumatic,NEG,1,Y,
traumatically,NEG,1,Y,
traumatize,NEG,1,Y,
traumatized,NEG,1,Y,
travesties,NEG,1,Y,
travesty,NEG,1,Y,
treacherous,NEG,1,Y,
treacherously,NEG,1,Y,
treachery,NEG,1,Y,
treason,NEG,1,Y,
treasonous,NEG,1,Y,
treasure,POS,1,Y,
tremendously,POS,1,Y,
trendy,POS,1,Y,
trick,NEG,1,Y,
tricked,NEG,1,Y,
trickery,NEG,1,Y,
tricky,NEG,1,Y,
triumph,POS,1,Y,
triumphal,POS,1,Y,
triumphant,POS,1,Y,
triumphantly,POS,1,Y,
trivial,NEG,1,Y,
trivialize,NEG,1,Y,
trivially,POS,1,Y,
trophy,POS,1,Y,
trouble,NEG,1,Y,
trouble-free,POS,1,Y,
troubled,NEG,1,Y,
troublemaker,NEG,1,Y,
troubles,NEG,1,Y,
troublesome,NEG,1,Y,
troublesomely,NEG,1,Y,
troubling,NEG,1,Y,
troublingly,NEG,1,Y,
truant,NEG,1,Y,
trump,POS,1,Y,
trumpet,POS,1,Y,
trust,POS,1,Y,
trusted,POS,1,Y,
trusting,POS,1,Y,
trustingly,POS,1,Y,
trustworthiness,POS,1,Y,
trustworthy,POS,1,Y,
trusty,POS,1,Y,
truthful,POS,1,Y,
truthfully,POS,1,Y,
truthfulness,POS,1,Y,
tumble,NEG,1,Y,
tumbled,NEG,1,Y,
tumbles,NEG,1,Y,
tumultuous,NEG,1,Y,
turbulent,NEG,1,Y,
turmoil,NEG,1,Y,
twinkly,POS,1,Y,
twist,NEG,1,Y,
twisted,NEG,1,Y,
twists,NEG,1,Y,
two-faced,NEG,1,Y,
two-faces,NEG,1,Y,
tyrannical,NEG,1,Y,
tyrannically,NEG,1,Y,
tyranny,NEG,1,Y,
tyrant,NEG,1,Y,
ugh,NEG,1,Y,
uglier,NEG,1,Y,
ugliest,NEG,1,Y,
ugliness,NEG,1,Y,
ugly,NEG,1,Y,Y
ulterior,NEG,1,Y,
ultimatum,NEG,1,Y,
ultimatums,NEG,1,Y,
ultra-crisp,POS,1,Y,
ultra-hardline,NEG,1,Y,
un-viewable,NEG,1,Y,
unabashed,POS,1,Y,
unabashedly,POS,1,Y,
unable,NEG,1,Y,
unacceptable,NEG,1,Y,
unacceptablely,NEG,1,Y,
unacceptably,NEG,1,Y,
unaccessible,NEG,1,Y,
unaccustomed,NEG,1,Y,
unachievable,NEG,1,Y,
unaffected,POS,1,Y,
unaffordable,NEG,1,Y,
unappealing,NEG,1,Y,
unassailable,POS,1,Y,
unattractive,NEG,1,Y,
unauthentic,NEG,1,Y,
unavailable,NEG,1,Y,
unavoidably,NEG,1,Y,
unbearable,NEG,1,Y,
unbearablely,NEG,1,Y,
unbeatable,POS,1,Y,
unbelievable,NEG,1,Y,
unbelievably,NEG,1,Y,
unbiased,POS,1,Y,
unbound,POS,1,Y,
uncaring,NEG,1,Y,
uncertain,NEG,1,Y,
uncivil,NEG,1,Y,
uncivilized,NEG,1,Y,
unclean,NEG,1,Y,
unclear,NEG,1,Y,
uncollectible,NEG,1,Y,
uncomfortable,NEG,1,Y,
uncomfortably,NEG,1,Y,
uncomfy,NEG,1,Y,
uncompetitive,NEG,1,Y,
uncomplicated,POS,1,Y,
uncompromising,NEG,1,Y,
uncompromisingly,NEG,1,Y,
unconditional,POS,1,Y,
unconfirmed,NEG,1,Y,
unconstitutional,NEG,1,Y,
uncontrolled,NEG,1,Y,
unconvincing,NEG,1,Y,
unconvincingly,NEG,1,Y,
uncooperative,NEG,1,Y,
uncouth,NEG,1,Y,
uncreative,NEG,1,Y,
undamaged,POS,1,Y,
undaunted,POS,1,Y,
undecided,NEG,1,Y,
undefined,NEG,1,Y,
undependability,NEG,1,Y,
undependable,NEG,1,Y,
undercut,NEG,1,Y,
undercuts,NEG,1,Y,
undercutting,NEG,1,Y,
underdog,NEG,1,Y,
underestimate,NEG,1,Y,
underlings,NEG,1,Y,
undermine,NEG,1,Y,
undermined,NEG,1,Y,
undermines,NEG,1,Y,
undermining,NEG,1,Y,
underpaid,NEG,1,Y,
underpowered,NEG,1,Y,
undersized,NEG,1,Y,
understandable,POS,1,Y,
undesirable,NEG,1,Y,
undetermined,NEG,1,Y,
undid,NEG,1,Y,
undignified,NEG,1,Y,
undisputable,POS,1,Y,
undisputably,POS,1,Y,
undisputed,POS,1,Y,
undissolved,NEG,1,Y,
undocumented,NEG,1,Y,
undone,NEG,1,Y,
undue,NEG,1,Y,
unease,NEG,1,Y,
uneasily,NEG,1,Y,
uneasiness,NEG,1,Y,
uneasy,NEG,1,Y,
uneconomical,NEG,1,Y,
unemployed,NEG,1,Y,
unencumbered,POS,1,Y,
unequal,NEG,1,Y,
unequivocal,POS,1,Y,
unequivocally,POS,1,Y,
unethical,NEG,1,Y,
uneven,NEG,1,Y,
uneventful,NEG,1,Y,
unexpected,NEG,1,Y,
unexpectedly,NEG,1,Y,
unexplained,NEG,1,Y,
unfairly,NEG,1,Y,
unfaithful,NEG,1,Y,
unfaithfully,NEG,1,Y,
unfamiliar,NEG,1,Y,
unfavorable,NEG,1,Y,
unfazed,POS,1,Y,
unfeeling,NEG,1,Y,
unfettered,POS,1,Y,
unfinished,NEG,1,Y,
unfit,NEG,1,Y,
unforeseen,NEG,1,Y,
unforgettable,POS,1,Y,
unforgiving,NEG,1,Y,
unfortunate,NEG,1,Y,
unfortunately,NEG,1,Y,
unfounded,NEG,1,Y,
unfriendly,NEG,1,Y,
unfulfilled,NEG,1,Y,
unfunded,NEG,1,Y,
ungovernable,NEG,1,Y,
ungrateful,NEG,1,Y,
unhappily,NEG,1,Y,
unhappiness,NEG,1,Y,
unhappy,NEG,1,Y,
unhealthy,NEG,1,Y,
unhelpful,NEG,1,Y,
unilateralism,NEG,1,Y,
unimaginable,NEG,1,Y,
unimaginably,NEG,1,Y,
unimportant,NEG,1,Y,
uninformed,NEG,1,Y,
uninsured,NEG,1,Y,
unintelligible,NEG,1,Y,
unintelligile,NEG,1,Y,
unipolar,NEG,1,Y,
unity,POS,1,Y,
unjust,NEG,1,Y,
unjustifiable,NEG,1,Y,
unjustifiably,NEG,1,Y,
unjustified,NEG,1,Y,
unjustly,NEG,1,Y,
unkind,NEG,1,Y,
unkindly,NEG,1,Y,
unknown,NEG,1,Y,
unlamentable,NEG,1,Y,
unlamentably,NEG,1,Y,
unlawful,NEG,1,Y,
unlawfully,NEG,1,Y,
unlawfulness,NEG,1,Y,
unleash,NEG,1,Y,
unlicensed,NEG,1,Y,
unlikely,NEG,1,Y,
unlimited,POS,1,Y,
unlucky,NEG,1,Y,
unmatched,POS,1,Y,
unmoved,NEG,1,Y,
unnatural,NEG,1,Y,
unnaturally,NEG,1,Y,
unnecessary,NEG,1,Y,
unneeded,NEG,1,Y,
unnerve,NEG,1,Y,
unnerved,NEG,1,Y,
unnerving,NEG,1,Y,
unnervingly,NEG,1,Y,
unnoticed,NEG,1,Y,
unobserved,NEG,1,Y,
unorthodox,NEG,1,Y,
unorthodoxy,NEG,1,Y,
unparalleled,POS,1,Y,
unpleasant,NEG,1,Y,Y
unpleasantries,NEG,1,Y,
unpopular,NEG,1,Y,
unpredictable,NEG,1,Y,
unprepared,NEG,1,Y,
unproductive,NEG,1,Y,
unprofessional,NEG,1,,Y
unprofitable,NEG,1,Y,
unprove,NEG,1,Y,
unproved,NEG,1,Y,
unproven,NEG,1,Y,
unproves,NEG,1,Y,
unproving,NEG,1,Y,
unqualified,NEG,1,Y,
unquestionable,POS,1,Y,
unquestionably,POS,1,Y,
unravel,NEG,1,Y,
unraveled,NEG,1,Y,
unreachable,NEG,1,Y,
unreadable,NEG,1,Y,
unreal,POS,1,Y,
unrealistic,NEG,1,Y,
unreasonable,NEG,1,Y,Y
unreasonably,NEG,1,Y,
unrelenting,NEG,1,Y,
unrelentingly,NEG,1,Y,
unreliability,NEG,1,Y,
unreliable,NEG,1,Y,
unresolved,NEG,1,Y,
unresponsive,NEG,1,Y,
unrest,NEG,1,Y,
unrestricted,POS,1,Y,
unrivaled,POS,1,Y,
unruly,NEG,1,Y,
unsafe,NEG,1,Y,
unsatisfactory,NEG,1,Y,
unsavory,NEG,1,Y,
unscrupulous,NEG,1,Y,
unscrupulously,NEG,1,Y,
unsecure,NEG,1,Y,
unseemly,NEG,1,Y,
unselfish,POS,1,Y,
unsettle,NEG,1,Y,
unsettled,NEG,1,Y,
unsettling,NEG,1,Y,
unsettlingly,NEG,1,Y,
unskilled,NEG,1,Y,
unsophisticated,NEG,1,Y,
unsound,NEG,1,Y,
unspeakable,NEG,1,Y,
unspeakablely,NEG,1,Y,
unspecified,NEG,1,Y,
unstable,NEG,1,Y,
unsteadily,NEG,1,Y,
unsteadiness,NEG,1,Y,
unsteady,NEG,1,Y,
unsuccessful,NEG,1,Y,
unsuccessfully,NEG,1,Y,
unsupported,NEG,1,Y,
unsupportive,NEG,1,Y,
unsure,NEG,1,Y,
unsuspecting,NEG,1,Y,
unsustainable,NEG,1,Y,
untenable,NEG,1,Y,
untested,NEG,1,Y,
unthinkable,NEG,1,Y,
unthinkably,NEG,1,Y,
untimely,NEG,1,Y,
untouched,NEG,1,Y,
untrue,NEG,1,Y,
untrustworthy,NEG,1,Y,
untruthful,NEG,1,Y,
unusable,NEG,1,Y,
unusably,NEG,1,Y,
unuseable,NEG,1,Y,
unuseably,NEG,1,Y,
unusual,NEG,1,Y,
unusually,NEG,1,Y,
unviewable,NEG,1,Y,
unwanted,NEG,1,Y,
unwarranted,NEG,1,Y,
unwatchable,NEG,1,Y,
unwavering,POS,1,Y,
unwelcome,NEG,1,Y,
unwell,NEG,1,Y,
unwieldy,NEG,1,Y,
unwilling,NEG,1,Y,
unwillingly,NEG,1,Y,
unwillingness,NEG,1,Y,
unwise,NEG,1,Y,
unwisely,NEG,1,Y,
unworkable,NEG,1,Y,
unworthy,NEG,1,Y,
unyielding,NEG,1,Y,
upbeat,POS,1,Y,
upbraid,NEG,1,Y,
upgradable,POS,1,Y,
upgradeable,POS,1,Y,
upgraded,POS,1,Y,
upheaval,NEG,1,Y,
upheld,POS,1,Y,
uphold,POS,1,Y,
uplift,POS,1,Y,
uplifting,POS,1,Y,
upliftingly,POS,1,Y,
upliftment,POS,1,Y,
uprising,NEG,1,Y,
uproar,NEG,1,Y,
uproarious,NEG,1,Y,
uproariously,NEG,1,Y,
uproarous,NEG,1,Y,
uproarously,NEG,1,Y,
uproot,NEG,1,Y,
upscale,POS,1,Y,
upset,NEG,1,Y,
upseting,NEG,1,Y,
upsets,NEG,1,Y,
upsetting,NEG,1,Y,
upsettingly,NEG,1,Y,
urgent,NEG,1,Y,
usable,POS,1,Y,
useable,POS,1,Y,
useful,POS,1,Y,
useless,NEG,1,Y,Y
user-friendly,POS,1,Y,
user-replaceable,POS,1,Y,
usurp,NEG,1,Y,
usurper,NEG,1,Y,
utterly,NEG,1,Y,
vagrant,NEG,1,Y,
vague,NEG,1,Y,
vagueness,NEG,1,Y,
vain,NEG,1,Y,
vainly,NEG,1,Y,
valiant,POS,1,Y,
valiantly,POS,1,Y,
valor,POS,1,Y,
valuable,POS,1,Y,
vanity,NEG,1,Y,
variety,POS,1,Y,
vehement,NEG,1,Y,
vehemently,NEG,1,Y,
venerate,POS,1,Y,
vengeance,NEG,1,Y,
vengeful,NEG,1,Y,
vengefully,NEG,1,Y,
vengefulness,NEG,1,Y,
venom,NEG,1,Y,
venomous,NEG,1,Y,
venomously,NEG,1,Y,
vent,NEG,1,Y,
verifiable,POS,1,Y,
veritable,POS,1,Y,
versatile,POS,1,Y,
versatility,POS,1,Y,
vestiges,NEG,1,Y,
vex,NEG,1,Y,
vexation,NEG,1,Y,
vexing,NEG,1,Y,
vexingly,NEG,1,Y,
vibrant,POS,1,Y,
vibrantly,POS,1,Y,
vibrate,NEG,1,Y,
vibrated,NEG,1,Y,
vibrates,NEG,1,Y,
vibrating,NEG,1,Y,
vibration,NEG,1,Y,
vice,NEG,1,Y,
vicious,NEG,1,Y,
viciously,NEG,1,Y,
viciousness,NEG,1,Y,
victimize,NEG,1,Y,
victorious,POS,1,Y,
victory,POS,1,Y,
viewable,POS,1,Y,
vigilance,POS,1,Y,
vigilant,POS,1,Y,
vile,NEG,1,Y,
vileness,NEG,1,Y,
vilify,NEG,1,Y,
villainous,NEG,1,Y,
villainously,NEG,1,Y,
villains,NEG,1,Y,
villian,NEG,1,Y,
villianous,NEG,1,Y,
villianously,NEG,1,Y,
villify,NEG,1,Y,
vindictive,NEG,1,Y,
vindictively,NEG,1,Y,
vindictiveness,NEG,1,Y,
violate,NEG,1,Y,
violation,NEG,1,Y,
violator,NEG,1,Y,
violators,NEG,1,Y,
violent,NEG,1,Y,
violently,NEG,1,Y,
viper,NEG,1,Y,
virtue,POS,1,Y,
virtuous,POS,1,Y,
virtuously,POS,1,Y,
virulence,NEG,1,Y,
virulent,NEG,1,Y,
virulently,NEG,1,Y,
virus,NEG,1,Y,
visionary,POS,1,Y,
vivacious,POS,1,Y,
vivid,POS,1,Y,
vociferous,NEG,1,Y,
vociferously,NEG,1,Y,
volatile,NEG,1,Y,
volatility,NEG,1,Y,
vomit,NEG,1,Y,
vomited,NEG,1,Y,
vomiting,NEG,1,Y,
vomits,NEG,1,Y,
vouch,POS,1,Y,
vouchsafe,POS,1,Y,
vulgar,NEG,1,Y,
vulnerable,NEG,1,Y,
wack,NEG,1,Y,
wail,NEG,1,Y,
wallow,NEG,1,Y,
wane,NEG,1,Y,
waning,NEG,1,Y,
wanton,NEG,1,Y,
war-like,NEG,1,Y,
warily,NEG,1,Y,
wariness,NEG,1,Y,
warlike,NEG,1,Y,
warm,POS,1,Y,
warmer,POS,1,Y,
warmhearted,POS,1,Y,
warmly,POS,1,Y,
warmth,POS,1,Y,
warned,NEG,1,Y,
warning,NEG,1,Y,
warp,NEG,1,Y,
warped,NEG,1,Y,
wary,NEG,1,Y,
washed-out,NEG,1,Y,
waste,NEG,1,Y,
wasted,NEG,1,Y,
wasteful,NEG,1,Y,
wastefulness,NEG,1,Y,
wasting,NEG,1,Y,
water-down,NEG,1,Y,
watered-down,NEG,1,Y,
wayward,NEG,1,Y,
weak,NEG,1,Y,
weaken,NEG,1,Y,
weakening,NEG,1,Y,
weaker,NEG,1,Y,
weakness,NEG,1,Y,
weaknesses,NEG,1,Y,
wealthy,POS,1,Y,
weariness,NEG,1,Y,
wearisome,NEG,1,Y,
weary,NEG,1,Y,
wedge,NEG,1,Y,
weed,NEG,1,Y,
weep,NEG,1,Y,
weird,NEG,1,Y,
weirdly,NEG,1,Y,
welcome,POS,1,Y,
well,POS,1,Y,
well-backlit,POS,1,Y,
well-balanced,POS,1,Y,
well-behaved,POS,1,Y,
well-being,POS,1,Y,
well-bred,POS,1,Y,
well-connected,POS,1,Y,
well-educated,POS,1,Y,
well-established,POS,1,Y,
well-informed,POS,1,Y,
well-intentioned,POS,1,Y,
well-known,POS,1,Y,
well-made,POS,1,Y,
well-managed,POS,1,Y,
well-mannered,POS,1,Y,
well-positioned,POS,1,Y,
well-received,POS,1,Y,
well-regarded,POS,1,Y,
well-rounded,POS,1,Y,
well-run,POS,1,Y,
well-wishers,POS,1,Y,
wellbeing,POS,1,Y,
wheedle,NEG,1,Y,
whimper,NEG,1,Y,
whine,NEG,1,Y,
whining,NEG,1,Y,
whiny,NEG,1,Y,
whips,NEG,1,Y,
whoa,POS,1,Y,
wholeheartedly,POS,1,Y,
wholesome,POS,1,Y,
whooa,POS,1,Y,
whoooa,POS,1,Y,
whore,NEG,1,Y,
whores,NEG,1,Y,
wicked,NEG,1,Y,
wickedly,NEG,1,Y,
wickedness,NEG,1,Y,
wieldy,POS,1,Y,
wild,NEG,1,Y,
wildly,NEG,1,Y,
wiles,NEG,1,Y,
willing,POS,1,Y,
willingly,POS,1,Y,
willingness,POS,1,Y,
wilt,NEG,1,Y,
wily,NEG,1,Y,
wimpy,NEG,1,Y,
win,POS,1,Y,
wince,NEG,1,Y,
windfall,POS,1,Y,
winnable,POS,1,Y,
winner,POS,1,Y,
winners,POS,1,Y,
winning,POS,1,Y,
wins,POS,1,Y,
wisdom,POS,1,Y,
wise,POS,1,Y,
wisely,POS,1,Y,
witty,POS,1,Y,
wobble,NEG,1,Y,
wobbled,NEG,1,Y,
wobbles,NEG,1,Y,
woe,NEG,1,Y,
woebegone,NEG,1,Y,
woeful,NEG,1,Y,
woefully,NEG,1,Y,
womanizer,NEG,1,Y,
womanizing,NEG,1,Y,
won,POS,1,Y,
wonder,POS,1,Y,
wonderful,POS,1,Y,Y
wonderfully,POS,1,Y,Y
wonderous,POS,1,Y,
wonderously,POS,1,Y,
wonders,POS,1,Y,
wondrous,POS,1,Y,
woo,POS,1,Y,
work,POS,1,Y,
workable,POS,1,Y,
worked,POS,1,Y,
works,POS,1,Y,
world-famous,POS,1,Y,
worn,NEG,1,Y,
worried,NEG,1,Y,
worriedly,NEG,1,Y,
worrier,NEG,1,Y,
worries,NEG,1,Y,
worrisome,NEG,1,Y,
worry,NEG,1,Y,
worrying,NEG,1,Y,
worryingly,NEG,1,Y,
worse,NEG,1,Y,
worsen,NEG,1,Y,
worsening,NEG,1,Y,
worst,NEG,1,Y,Y
worth,POS,1,Y,
worth-while,POS,1,Y,
worthiness,POS,1,Y,
worthless,NEG,1,Y,Y
worthlessly,NEG,1,Y,
worthlessness,NEG,1,Y,
worthwhile,POS,1,Y,
worthy,POS,1,Y,
wound,NEG,1,Y,
wounds,NEG,1,Y,
wow,POS,1,Y,
wowed,POS,1,Y,
wowing,POS,1,Y,
wows,POS,1,Y,
wrangle,NEG,1,Y,
wrath,NEG,1,Y,
wreak,NEG,1,Y,
wreaked,NEG,1,Y,
wreaks,NEG,1,Y,
wreck,NEG,1,Y,
wrest,NEG,1,Y,
wrestle,NEG,1,Y,
wretch,NEG,1,Y,
wretched,NEG,1,Y,
wretchedly,NEG,1,Y,
wretchedness,NEG,1,Y,
wrinkle,NEG,1,Y,
wrinkled,NEG,1,Y,
wrinkles,NEG,1,Y,
wrip,NEG,1,Y,
wripped,NEG,1,Y,
wripping,NEG,1,Y,
writhe,NEG,1,Y,
wrong,NEG,1,Y,
wrongful,NEG,1,Y,
wrongly,NEG,1,Y,
wrought,NEG,1,Y,
yawn,NEG,1,Y,
yay,POS,1,Y,
youthful,POS,1,Y,
zap,NEG,1,Y,
zapped,NEG,1,Y,
zaps,NEG,1,Y,
zeal,POS,1,Y,
zealot,NEG,1,Y,
zealous,NEG,1,Y,
zealously,NEG,1,Y,
zenith,POS,1,Y,
zest,POS,1,Y,
zippy,POS,1,Y,
zombie,NEG,1,Y,
FALSE,NEG,1,Y,
